SchoolYear,OrganizationLevel,County,ESDOrganizationId,ESDName,DistrictOrganizationId,DistrictCode,DistrictName,StudentCount_OrganizationTotal,LanguageName,StudentCount_PrimaryLanguage,StudentCount_LanguageSpokenAtHome,StudentCount_PreferredFamilyLanguage,DataAsOf
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,German,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Japanese,3,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Malay,0,0,14,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Portuguese,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Samoan,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Spanish,45,44,37,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Swedish,4,0,3,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Tagalog,7,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Thai,4,2,3,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Ukrainian,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Unknown,3,3,1,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,1346,Vietnamese,4,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100208,16020,Queets-Clearwater School District,38,English,38,38,38,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100209,16048,Quilcene School District,781,English,781,780,781,2025 Oct 30 12:00:00 AM
2024-25,District,Jefferson,100005,Olympic Educational Service District 114,100209,16048,Quilcene School District,781,Spanish,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Acholi,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Afrikaans,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Akan,1,6,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,American Sign Language,12,3,7,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Amharic,38,36,17,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Arabic,121,112,90,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Assamese,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Ayula-Bambara,0,0,6,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Azerbaijani,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Bambara,3,5,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Bantu,5,3,9,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Bassa,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Bemba,4,4,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Bisaya,7,5,5,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Bulgarian,1,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Burmese,31,28,27,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Cambodian,59,47,29,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Cebuano,5,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Chin,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Chinese-Cantonese,3,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Chinese-Mandarin,15,14,10,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Chinese-Taiwanese,0,0,3,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Chinese-Unspecified,49,43,34,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Chuuk,16,17,6,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Creole,5,6,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Czech,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Dari,807,783,679,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Dinka,12,12,8,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Dutch,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,English,10807,11638,13270,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Eritai,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Ethiopic,5,5,6,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Ewe,2,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Fallani,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Farsi,35,30,16,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,French,29,24,25,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Fula,1,1,4,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,German,5,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Gujarati,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Haitian Creole,6,4,4,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Hausa,9,7,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Hawaiian,2,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Hindi,29,23,10,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Hmong,4,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Igbo,1,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Ilokano,10,10,7,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Indonesian,5,4,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Inupiaq,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Italian,2,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Japanese,25,19,16,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Kakwa,2,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Karen,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Kazakh,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Khalkha,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Khmer,25,19,20,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Kikuya,1,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Kinyarwanda,0,1,4,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Korean,69,59,32,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Kosraean,19,10,9,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Krahn,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Krio,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Kurdish,53,45,29,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Lao,52,36,33,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Latin,3,4,3,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Liberian,3,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Lithuanian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Luganda,4,5,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Maay,3,0,4,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Malayalam,7,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Mam,4,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Mandingo,2,2,5,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Mandinka,11,9,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Marshallese,402,354,342,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Mien,5,6,4,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Mongolian,2,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Moore,3,3,3,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,"Nahuatl, Guerrero region",0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Navajo,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Nepali,35,36,22,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Nuer,2,3,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Oromo,11,7,1,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Palau,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Pashto,305,298,229,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Pilipino/Filipino,20,13,11,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Pohnpeian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Polish,4,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Portuguese,16,15,12,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Punjabi,267,258,152,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Romanian,12,7,3,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Russian,255,235,176,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Samoan,79,53,33,2025 Oct 30 12:00:00 AM
2024-25,District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,19569,Slovak,1,0,0,2025 Oct 30 12:00:00 AM
